id,language,domain,question,gold_answer,gold_passage_text,source_citation,draft_model,lint_flags,decision,corrected_question,corrected_answer,annotator_notes
quran-2:32-ms-q1,ms,quran,Bagaimanakah keterangan yang diberikan mengenai pengetahuan?,Kami tidak mempunyai pengetahuan selain dari apa yang Engkau ajarkan kepada kami.,"Malaikat itu menjawab: ""Maha suci Engkau (Ya Allah)! Kami tidak mempunyai pengetahuan selain dari apa yang Engkau ajarkan kepada kami; sesungguhnya Engkau jualah yang Maha Mengetahui, lagi Maha Bijaksana"".","Quran 2:32 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:33-ms-q0,ms,quran,Siapakah yang berfirman kepada Nabi Adam supaya Terangkanlah nama benda-benda itu?,Allah.,"Allah berfirman: ""Wahai Adam! Terangkanlah nama benda-benda ini semua kepada mereka"". Maka setelah Nabi Adam menerangkan nama benda-benda itu kepada mereka, Allah berfirman: ""Bukankah Aku telah katakan kepada kamu, bahawasanya Aku mengetahui segala rahsia langit dan bumi, dan Aku mengetahui apa yang kamu nyatakan dan apa yang kamu sembunyikan?"".","Quran 2:33 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:33-ms-q1,ms,quran,Apakah yang diketahui oleh Allah selepas Nabi Adam menerangkan nama benda-benda itu?,"Segala rahsia langit dan bumi, serta apa yang kamu nyatakan dan apa yang kamu sembunyikan.","Allah berfirman: ""Wahai Adam! Terangkanlah nama benda-benda ini semua kepada mereka"". Maka setelah Nabi Adam menerangkan nama benda-benda itu kepada mereka, Allah berfirman: ""Bukankah Aku telah katakan kepada kamu, bahawasanya Aku mengetahui segala rahsia langit dan bumi, dan Aku mengetahui apa yang kamu nyatakan dan apa yang kamu sembunyikan?"".","Quran 2:33 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:34-ms-q0,ms,quran,Kepada siapa perintah untuk tunduk memberi hormat kepada Nabi Adam diucapkan?,Kepada malaikat.,"Dan (ingatlah) ketika kami berfirman kepada malaikat: ""Tunduklah (beri hormat) kepada Nabi Adam"". Lalu mereka sekaliannya tunduk memberi hormat melainkan Iblis; ia enggan dan takbur, dan menjadilah ia dari golongan yang kafir.","Quran 2:34 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:34-ms-q1,ms,quran,Apakah sebab Iblis tidak tunduk memberi hormat?,Ia enggan dan takbur.,"Dan (ingatlah) ketika kami berfirman kepada malaikat: ""Tunduklah (beri hormat) kepada Nabi Adam"". Lalu mereka sekaliannya tunduk memberi hormat melainkan Iblis; ia enggan dan takbur, dan menjadilah ia dari golongan yang kafir.","Quran 2:34 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:35-ms-q0,ms,quran,Siapa yang diperintahkan untuk tinggal dalam syurga dan dilarang daripada menghampiri pokok tersebut?,Adam dan isterinya.,"Dan kami berfirman: ""Wahai Adam! Tinggalah engkau dan isterimu dalam syurga, dan makanlah dari makanannya sepuas-puasnya apa sahaja kamu berdua sukai, dan janganlah kamu hampiri pokok ini; (jika kamu menghampirinya) maka akan menjadilah kamu dari golongan orang-orang yang zalim"".","Quran 2:35 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:35-ms-q1,ms,quran,Bagaimana konsekuensinya jika Adam dan isterinya menghampiri pokok tersebut?,Mereka akan menjadilah dari golongan orang-orang yang zalim.,"Dan kami berfirman: ""Wahai Adam! Tinggalah engkau dan isterimu dalam syurga, dan makanlah dari makanannya sepuas-puasnya apa sahaja kamu berdua sukai, dan janganlah kamu hampiri pokok ini; (jika kamu menghampirinya) maka akan menjadilah kamu dari golongan orang-orang yang zalim"".","Quran 2:35 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:36-ms-q0,ms,quran,Siapakah yang menyebabkan mereka dikeluarkan dari nikmat syurga?,Syaitan.,"Setelah itu maka Syaitan menggelincirkan mereka berdua dari syurga itu dan menyebabkan mereka dikeluarkan dari nikmat yang mereka telah berada di dalamnya dan Kami berfirman: ""Turunlah kamu! Sebahagian dari kamu menjadi musuh kepada sebahagian yang lain dan bagi kamu semua disediakan tempat kediaman di bumi, serta mendapat kesenangan hingga ke suatu masa (mati)"".","Quran 2:36 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:36-ms-q1,ms,quran,Di manakah tempat kediaman disediakan bagi mereka?,Di bumi.,"Setelah itu maka Syaitan menggelincirkan mereka berdua dari syurga itu dan menyebabkan mereka dikeluarkan dari nikmat yang mereka telah berada di dalamnya dan Kami berfirman: ""Turunlah kamu! Sebahagian dari kamu menjadi musuh kepada sebahagian yang lain dan bagi kamu semua disediakan tempat kediaman di bumi, serta mendapat kesenangan hingga ke suatu masa (mati)"".","Quran 2:36 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:37-ms-q0,ms,quran,Siapakah yang menerima taubat Nabi Adam?,Allah menerima taubatnya Nabi Adam.,"Kemudian Nabi Adam menerima dari Tuhannya beberapa kalimah (kata-kata pengakuan taubat yang diamalkannya), lalu Allah menerima taubatnya; sesungguhnya Allah, Dia lah yang Maha Pengampun (Penerima taubat), lagi Maha Mengasihani.","Quran 2:37 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:37-ms-q1,ms,quran,Apakah sifat Allah yang disebut selepas Ia menerima taubat Nabi Adam?,Allah adalah yang Maha Pengampun dan Maha Mengasihani.,"Kemudian Nabi Adam menerima dari Tuhannya beberapa kalimah (kata-kata pengakuan taubat yang diamalkannya), lalu Allah menerima taubatnya; sesungguhnya Allah, Dia lah yang Maha Pengampun (Penerima taubat), lagi Maha Mengasihani.","Quran 2:37 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:38-ms-q0,ms,quran,Bagaimanakah keadaan bagi sesiapa yang mengikuti petunjukKu?,"Tidak ada kebimbangan (dari sesuatu yang tidak baik) terhadap mereka, dan mereka tidak akan berdukacita.","Kami berfirman lagi: ""Turunlah kamu semuanya dari syurga itu! Kemudian jika datang kepada kamu petunjuk dariKu (melalui Rasul-rasul dan Kitab-kitab yang diturunkan kepada mereka), maka sesiapa yang mengikuti petunjukKu itu nescaya tidak ada kebimbangan (dari sesuatu yang tidak baik) terhadap mereka, dan mereka pula tidak akan berdukacita"".","Quran 2:38 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:38-ms-q1,ms,quran,Melalui apa petunjuk itu datang kepada mereka?,Melalui Rasul-rasul dan Kitab-kitab yang diturunkan kepada mereka.,"Kami berfirman lagi: ""Turunlah kamu semuanya dari syurga itu! Kemudian jika datang kepada kamu petunjuk dariKu (melalui Rasul-rasul dan Kitab-kitab yang diturunkan kepada mereka), maka sesiapa yang mengikuti petunjukKu itu nescaya tidak ada kebimbangan (dari sesuatu yang tidak baik) terhadap mereka, dan mereka pula tidak akan berdukacita"".","Quran 2:38 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:39-ms-q0,ms,quran,Siapakah yang dikategorikan sebagai ahli neraka dalam ayat tersebut?,Orang-orang kafir yang mendustakan ayat-ayat keterangan kami.,"Dan orang-orang kafir yang mendustakan ayat-ayat keterangan kami, mereka itu ialah ahli neraka, mereka kekal di dalamnya.","Quran 2:39 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:4-ms-q0,ms,quran,"Kepada siapa Kitab ""Al-Quran"" diturunkan menurut teks ini?","Kitab ""Al-Quran"" diturunkan kepadamu (Wahai Muhammad).","Dan juga orang-orang yang beriman kepada Kitab ""Al-Quran"" yang diturunkan kepadamu (Wahai Muhammad), dan Kitab-kitab yang diturunkan dahulu daripadamu, serta mereka yakin akan (adanya) hari akhirat (dengan sepenuhnya).","Quran 2:4 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:40-ms-q0,ms,quran,Kepada sesiapa hendaklah Bani Israil merasa gerun takut?,Kepada Aku sahaja.,"Wahai Bani Israil! Kenangkanlah kamu akan segala nikmat yang telah Kuberikan kepada kamu, dan sempurnakanlah perjanjian (kamu) denganKu, supaya Aku sempurnakan perjanjianKu dengan kamu; dan kepada Akulah sahaja hendaklah kamu merasa gerun takut, (bukan kepada sesuatu yang lain).","Quran 2:40 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:40-ms-q1,ms,quran,Mengapa Bani Israil hendaklah sempurnakan perjanjian denganKu?,Supaya Aku sempurnakan perjanjianKu dengan kamu.,"Wahai Bani Israil! Kenangkanlah kamu akan segala nikmat yang telah Kuberikan kepada kamu, dan sempurnakanlah perjanjian (kamu) denganKu, supaya Aku sempurnakan perjanjianKu dengan kamu; dan kepada Akulah sahaja hendaklah kamu merasa gerun takut, (bukan kepada sesuatu yang lain).","Quran 2:40 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:41-ms-q0,ms,quran,Kepada siapa hendaklah kamu bertaqwa?,Kepada Akulah sahaja.,"Dan berimanlah kamu dengan apa yang Aku turunkan (Al-Quran) yang mengesahkan benarnya Kitab yang ada pada kamu, dan janganlah kamu menjadi orang-orang yang mula-mula kafir (ingkar) akan dia; dan janganlah pula kamu menjadikan ayat-ayatKu (sebagai harga untuk) membeli kelebihan-kelebihan yang sedikit faedahnya; dan kepada Akulah sahaja hendaklah kamu bertaqwa.","Quran 2:41 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:41-ms-q1,ms,quran,Apakah yang dilarang dilakukan dengan ayat-ayat-Nya?,Jangan menjadikan ayat-ayat-Nya sebagai harga untuk membeli kelebihan-kelebihan yang sedikit faedahnya.,"Dan berimanlah kamu dengan apa yang Aku turunkan (Al-Quran) yang mengesahkan benarnya Kitab yang ada pada kamu, dan janganlah kamu menjadi orang-orang yang mula-mula kafir (ingkar) akan dia; dan janganlah pula kamu menjadikan ayat-ayatKu (sebagai harga untuk) membeli kelebihan-kelebihan yang sedikit faedahnya; dan kepada Akulah sahaja hendaklah kamu bertaqwa.","Quran 2:41 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:42-ms-q0,ms,quran,Apakah tindakan yang dilarang dilakukan terhadap 'yang benar itu'?,Campur adukkan dengan yang salah dan sembunyikan.,"Dan janganlah kamu campur adukkan yang benar itu dengan yang salah, dan kamu sembunyikan yang benar itu pula padahal kamu semua mengetahuinya.","Quran 2:42 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:42-ms-q1,ms,quran,Siapa yang mengetahui 'yang benar itu'?,Kamu semua.,"Dan janganlah kamu campur adukkan yang benar itu dengan yang salah, dan kamu sembunyikan yang benar itu pula padahal kamu semua mengetahuinya.","Quran 2:42 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:43-ms-q0,ms,quran,Apakah tiga perkara yang dinyatakan dalam ayat ini?,"Sembahyang, zakat, dan rukuk.","Dan dirikanlah kamu akan sembahyang dan keluarkanlah zakat, dan rukuklah kamu semua (berjemaah) bersama-sama orang-orang yang rukuk.","Quran 2:43 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:44-ms-q0,ms,quran,Siapakah yang disuruh supaya berbuat kebaikan?,Manusia.,"Patutkah kamu menyuruh manusia supaya berbuat kebaikan sedang kamu lupa akan diri kamu sendiri; padahal kamu semua membaca Kitab Allah, tidakkah kamu berakal?","Quran 2:44 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:44-ms-q1,ms,quran,Apakah perkara yang mereka abaikan terhadap diri mereka sendiri?,Mereka lupa akan diri mereka sendiri.,"Patutkah kamu menyuruh manusia supaya berbuat kebaikan sedang kamu lupa akan diri kamu sendiri; padahal kamu semua membaca Kitab Allah, tidakkah kamu berakal?","Quran 2:44 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:45-ms-q0,ms,quran,Bagaimanakah cara meminta pertolongan (kepada Allah) menurut ayat tersebut?,Dengan jalan sabar dan mengerjakan sembahyang.,Dan mintalah pertolongan (kepada Allah) dengan jalan sabar dan mengerjakan sembahyang; dan sesungguhnya sembahyang itu amatlah berat kecuali kepada orang-orang yang khusyuk;,"Quran 2:45 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:45-ms-q1,ms,quran,Siapakah orang yang membuat sembahyang tidak berat?,Orang-orang yang khusyuk.,Dan mintalah pertolongan (kepada Allah) dengan jalan sabar dan mengerjakan sembahyang; dan sesungguhnya sembahyang itu amatlah berat kecuali kepada orang-orang yang khusyuk;,"Quran 2:45 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:47-ms-q0,ms,quran,Siapa yang diarahkan untuk mengenangkan nikmat-nikmatKu dalam ayat ini?,Bani Israil.,"Wahai Bani Israil! Kenangkanlah nikmat-nikmatKu yang Aku telah kurniakan kepada kamu, dan (ingatlah) bahawasanya Aku telah melebihkan (nenek-moyang) kamu (yang taat dahulu) atas orang-orang (yang ada pada zamannya).","Quran 2:47 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:47-ms-q1,ms,quran,Bagaimanakah perbandingannya antara nenek-moyang kamu dan orang-orang pada zamannya?,Aku telah melebihkan nenek-moyang kamu yang taat dahulu atas orang-orang yang ada pada zamannya.,"Wahai Bani Israil! Kenangkanlah nikmat-nikmatKu yang Aku telah kurniakan kepada kamu, dan (ingatlah) bahawasanya Aku telah melebihkan (nenek-moyang) kamu (yang taat dahulu) atas orang-orang (yang ada pada zamannya).","Quran 2:47 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:49-ms-q0,ms,quran,Siapakah yang menyeksa kamu dengan seksa yang seburuk-buruknya?,Firaun dan orang-orangnya.,"Dan (kenangkanlah) ketika Kami selamatkan kamu dari Firaun dan orang-orangnya, yang sentiasa menyeksa kamu dengan seksa yang seburuk-buruknya; mereka menyembelih anak-anak lelaki kamu dan membiarkan hidup anak-anak perempuan kamu; sedang kejadian yang demikian itu mengandungi bala bencana dan cubaan yang besar dari Tuhan kamu.","Quran 2:49 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:49-ms-q1,ms,quran,Apakah yang dikandungi dalam kejadian yang demikian itu dari Tuhan kamu?,Bala bencana dan cubaan yang besar.,"Dan (kenangkanlah) ketika Kami selamatkan kamu dari Firaun dan orang-orangnya, yang sentiasa menyeksa kamu dengan seksa yang seburuk-buruknya; mereka menyembelih anak-anak lelaki kamu dan membiarkan hidup anak-anak perempuan kamu; sedang kejadian yang demikian itu mengandungi bala bencana dan cubaan yang besar dari Tuhan kamu.","Quran 2:49 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:5-ms-q0,ms,quran,Siapakah yang merupakan orang-orang yang berjaya dalam ayat ini?,Mereka itulah.,"Mereka itulah yang tetap mendapat petunjuk dari Tuhan mereka, dan merekalah orang-orang yang berjaya.","Quran 2:5 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:5-ms-q1,ms,quran,Apa yang mereka terima secara terus dari Tuhan mereka?,Petunjuk.,"Mereka itulah yang tetap mendapat petunjuk dari Tuhan mereka, dan merekalah orang-orang yang berjaya.","Quran 2:5 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:52-ms-q0,ms,quran,Apa tindakan yang dilakukan oleh 'kami' dalam ayat ini?,Kami maafkan kesalahan kamu.,"Kemudian sesudah itu kami maafkan kesalahan kamu, supaya kamu bersyukur.","Quran 2:52 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:53-ms-q0,ms,quran,Siapa yang menerima kitab Taurat dan keterangan-keterangan itu?,Nabi Musa.,"Dan (kenangkanlah) ketika Kami turunkan kepada Nabi Musa kitab (Taurat) dan keterangan-keterangan (yang terkandung di dalamnya, yang membezakan antara yang benar dengan yang salah), supaya kamu mendapat petunjuk.","Quran 2:53 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:53-ms-q1,ms,quran,Apakah ciri keterangan-keterangan yang terkandung di dalam kitab tersebut?,Yang membezakan antara yang benar dengan yang salah.,"Dan (kenangkanlah) ketika Kami turunkan kepada Nabi Musa kitab (Taurat) dan keterangan-keterangan (yang terkandung di dalamnya, yang membezakan antara yang benar dengan yang salah), supaya kamu mendapat petunjuk.","Quran 2:53 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:54-ms-q0,ms,quran,Siapa yang bercakap kepada kaumnya dan apa sebabnya mereka perlu bertobat?,Nabi Musa bercakap kerana mereka telah menyembah patung anak lembu itu.,"Dan (kenangkanlah) ketika Nabi Musa berkata kepada kaumnya: "" Wahai kaumku! Sesungguhnya kamu telah menganiaya diri kamu sendiri dengan sebab kamu menyembah patung anak lembu itu, maka bertaubatlah kamu kepada Allah yang menjadikan kamu; iaitu bunuhlah diri kamu. Yang demikian itu lebih baik bagi kamu di sisi Allah yang menjadikan kamu, supaya Allah menerima taubat kamu itu. Sesungguhnya Dia lah Yang Maha Pengampun (Penerima taubat), lagi Maha Mengasihani"".","Quran 2:54 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:54-ms-q1,ms,quran,Siapakah Allah yang dinyatakan akan menerima taubat orang yang bertaubat?,Allah yang Maha Pengampun (Penerima taubat) dan Maha Mengasihani.,"Dan (kenangkanlah) ketika Nabi Musa berkata kepada kaumnya: "" Wahai kaumku! Sesungguhnya kamu telah menganiaya diri kamu sendiri dengan sebab kamu menyembah patung anak lembu itu, maka bertaubatlah kamu kepada Allah yang menjadikan kamu; iaitu bunuhlah diri kamu. Yang demikian itu lebih baik bagi kamu di sisi Allah yang menjadikan kamu, supaya Allah menerima taubat kamu itu. Sesungguhnya Dia lah Yang Maha Pengampun (Penerima taubat), lagi Maha Mengasihani"".","Quran 2:54 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:55-ms-q0,ms,quran,Mengapa mereka disambar petir?,Kerana mereka berkata bahawa mereka tidak akan beriman kepadamu sehingga dapat melihat Allah dengan terang.,"Dan (kenangkanlah) ketika kamu berkata: ""Wahai Musa! Kami tidak akan beriman kepadamu sehingga kami dapat melihat Allah dengan terang (dengan mata kepala kami)"". Maka kerana itu kamu disambar petir, sedang kamu semua melihatnya.","Quran 2:55 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:55-ms-q1,ms,quran,Siapa yang melihat petir tersebut?,Kamu semua.,"Dan (kenangkanlah) ketika kamu berkata: ""Wahai Musa! Kami tidak akan beriman kepadamu sehingga kami dapat melihat Allah dengan terang (dengan mata kepala kami)"". Maka kerana itu kamu disambar petir, sedang kamu semua melihatnya.","Quran 2:55 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:56-ms-q1,ms,quran,Apakah keadaan lain yang disebutkan dalam teks selain daripada kematian?,Pengsan dari sambaran petir itu.,"Kemudian kami bangkitkan kamu sesudah kamu mati (atau pengsan dari sambaran petir itu), supaya kamu bersyukur.","Quran 2:56 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:59-ms-q0,ms,quran,Bagaimana orang-orang yang zalim itu bertindak terhadap perkataan yang dikatakan kepada mereka?,Mereka mengubah perkataan itu dengan melakukan sebaliknya.,"Kemudian orang-orang yang zalim (penderhaka) itu mengubah perkataan (perintah kami) yang dikatakan kepada mereka dengan melakukan sebaliknya; maka Kami turunkan ke atas orang-orang yang zalim itu bala bencana dari langit, dengan sebab mereka sentiasa berlaku fasik (menderhaka).","Quran 2:59 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:59-ms-q1,ms,quran,Apa sebab kenapa bala bencana diturunkan ke atas orang-orang yang zalim itu?,Dengan sebab mereka sentiasa berlaku fasik.,"Kemudian orang-orang yang zalim (penderhaka) itu mengubah perkataan (perintah kami) yang dikatakan kepada mereka dengan melakukan sebaliknya; maka Kami turunkan ke atas orang-orang yang zalim itu bala bencana dari langit, dengan sebab mereka sentiasa berlaku fasik (menderhaka).","Quran 2:59 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:60-ms-q0,ms,quran,Apakah arahan yang diberikan kepada Nabi Musa supaya ia mendapatkan air?,Pukulah batu itu dengan tongkatmu.,"Dan (ingatlah) ketika Nabi Musa memohon supaya diberi air untuk kaumnya, maka Kami berfirman: ""Pukulah batu itu dengan tongkatmu"", (ia pun memukulnya), folalu terpancutlah dari batu itu dua belas mata air; sesungguhnya tiap-tiap satu puak (di antara mereka) telah mengetahui tempat minumnya masing-masing. (Dan Kami berfirman): ""Makanlah dan minumlah kamu dari rezeki Allah itu, dan janganlah kamu merebakkan bencana kerosakan di muka bumi"".","Quran 2:60 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:60-ms-q1,ms,quran,Berapa jumlah mata air yang terpancut dari batu itu?,Dua belas mata air.,"Dan (ingatlah) ketika Nabi Musa memohon supaya diberi air untuk kaumnya, maka Kami berfirman: ""Pukulah batu itu dengan tongkatmu"", (ia pun memukulnya), folalu terpancutlah dari batu itu dua belas mata air; sesungguhnya tiap-tiap satu puak (di antara mereka) telah mengetahui tempat minumnya masing-masing. (Dan Kami berfirman): ""Makanlah dan minumlah kamu dari rezeki Allah itu, dan janganlah kamu merebakkan bencana kerosakan di muka bumi"".","Quran 2:60 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
